BLOCK,LOT,PROPERTY,SUBJECT TO THE PROGRAM Y/N,TIER,STATUS,BOS DISTRICT
1530,34,438 15TH AV,Y,2,"Work Complete, CFC Issued",1
1538,39,420 07TH AV,Y,2,"Work Complete, CFC Issued",1
1544,52,699 ARGUELLO BL,Y,2,"Work Complete, CFC Issued",1
1544,53,629 ARGUELLO BL,Y,2,"Work Complete, CFC Issued",1
1565,012G,2150 BALBOA ST,Y,2,"Work Complete, CFC Issued",1
1591,005J,4740 BALBOA ST,Y,2,"Work Complete, CFC Issued",1
1604,29,720 41ST AV,Y,2,"Work Complete, CFC Issued",1
1641,23,695 03RD AV,Y,2,"Work Complete, CFC Issued",1
1643,53,777 ARGUELLO BL,Y,2,"Work Complete, CFC Issued",1
1644,33,720 02ND AV,Y,2,"Work Complete, CFC Issued",1
1644,34,1 CABRILLO ST,Y,2,"Work Complete, CFC Issued",1
1668,1,801 25TH AV,Y,2,"Work Complete, CFC Issued",1
1671,15,2715 CABRILLO ST,Y,2,"Work Complete, CFC Issued",1
1671,1,801 28TH AV,Y,2,"Work Complete, CFC Issued",1
1673,21,5400 FULTON ST,Y,2,"Work Complete, CFC Issued",1
1701,001A,1280 GREAT HY,Y,2,"Work Complete, CFC Issued",4
1735,18,1295 15TH AV,Y,2,"Work Complete, CFC Issued",5
1736,39,1300 IRVING ST,Y,2,"Work Complete, CFC Issued",5
1736,41,1280 15TH AV,Y,2,"Work Complete, CFC Issued",5
1738,1,1201 12TH AV,Y,2,"Work Complete, CFC Issued",5
1739,52,1247 11TH AV,Y,2,"Work Complete, CFC Issued",5
1741,52,1234 10TH AV,Y,2,"Work Complete, CFC Issued",5
1741,53,1212 10TH AV,Y,2,"Work Complete, CFC Issued",5
1744,11,1240 07TH AV,Y,2,"Work Complete, CFC Issued",5
1759,19,700 PARNASSUS AV,Y,2,"Work Complete, CFC Issued",5
1759,24,740 PARNASSUS AV,Y,2,"Work Complete, CFC Issued",5
1763,019B,1391 08TH AV,Y,2,"Work Complete, CFC Issued",5
1764,46,1332 10TH AV,Y,2,"Work Complete, CFC Issued",5
1765,14,1379 10TH AV,Y,2,"Work Complete, CFC Issued",5
1769,48,1301 14TH AV,Y,2,"Work Complete, CFC Issued",5
1775,51,1500 JUDAH ST,Y,2,"Work Complete, CFC Issued",4
1806,45,4350 KIRKHAM ST,Y,2,"Work Complete, CFC Issued",4
1843,49,1401 10TH AV,Y,2,"Work Complete, CFC Issued",7
1846,19,1495 07TH AV,Y,2,"Work Complete, CFC Issued",5
1846,16,1467 07TH AV,Y,2,"Work Complete, CFC Issued",5
1865,12,1300 LAWTON ST,Y,2,"Work Complete, CFC Issued",4
2062,29,1835 NORIEGA ST,Y,2,"Work Complete, CFC Issued",4
2330,6,2275 19TH AV,Y,2,"Work Complete, CFC Issued",4
2403,33,1255 TARAVAL ST,Y,2,"Work Complete, CFC Issued",4
2442,14,3090 VICENTE ST,Y,2,"Work Complete, CFC Issued",4
2612,74,169 BUENA VISTA TR,Y,2,"Work Complete, CFC Issued",8
2623,116,4096 17TH ST,Y,2,"Work Complete, CFC Issued",8
2623,86,37 STATES ST,Y,2,"Work Complete, CFC Issued",8
2623,10,2450 MARKET ST,Y,2,"Work Complete, CFC Issued",8
2631,1,251 PARNASSUS AV,Y,2,"Work Complete, CFC Issued",5
2648,33,2555 MARKET ST,Y,2,"Work Complete, CFC Issued",8
2650,7,2727 MARKET ST,Y,2,"Work Complete, CFC Issued",8
2660,43,1310 CLAYTON ST,Y,2,"Work Complete, CFC Issued",8
2714,24,66 CORWIN ST,Y,2,"Work Complete, CFC Issued",8
2746,35,3500 MARKET ST,Y,2,"Work Complete, CFC Issued",8
2748,27,77 GRAND VIEW AV,Y,2,"Work Complete, CFC Issued",8
2771,58,650 ALVARADO ST,Y,2,"Work Complete, CFC Issued",8
2778,33,801 CORBETT AV,Y,2,"Work Complete, CFC Issued",8
2779,30,455 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2779,2,814 CORBETT AV,Y,2,"Work Complete, CFC Issued",8
2799,48,545 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2826,93,609 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2826,95,725 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2847,45,975 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2847,56,160 PORTOLA DR,Y,2,"Work Complete, CFC Issued",8
2847,1,100 PORTOLA DR,Y,2,"Work Complete, CFC Issued",8
2854,100,160 GARDENSIDE DR,Y,2,"Work Complete, CFC Issued",8
2854,7,110 GARDENSIDE DR,Y,2,"Work Complete, CFC Issued",8
2854,4,140 GARDENSIDE DR,Y,2,"Work Complete, CFC Issued",8
2854,5,130 GARDENSIDE DR,Y,2,"Work Complete, CFC Issued",8
2854,1,428 BURNETT AV,Y,2,"Work Complete, CFC Issued",8
2854,3,150 GARDENSIDE DR,Y,2,"Work Complete, CFC Issued",8
3502,106,134 DUBOCE AV,Y,2,"Work Complete, CFC Issued",8
3538,30,862 14TH ST,Y,2,"Work Complete, CFC Issued",8
3541,1,106 SANCHEZ ST,Y,2,"Work Complete, CFC Issued",8
3542,28,101 SANCHEZ ST,Y,2,"Work Complete, CFC Issued",8
3544,6,140 DOLORES ST,Y,2,"Work Complete, CFC Issued",8
3554,40,179 JULIAN AV,Y,2,"Work Complete, CFC Issued",9
3554,55,1637 15TH ST,Y,2,"Work Complete, CFC Issued",9
3554,032A,140 JULIAN AV,Y,2,"Work Complete, CFC Issued",9
3562,28,3661 16TH ST,Y,2,"Work Complete, CFC Issued",8
3575,38,2135 MISSION ST,Y,2,"Work Complete, CFC Issued",9
3580,5,544 CHURCH ST,Y,2,"Work Complete, CFC Issued",8
3582,077A,3951 17TH ST,Y,2,"Work Complete, CFC Issued",8
3588,65,611 GUERRERO ST,Y,2,"Work Complete, CFC Issued",8
3598,9,3700 20TH ST,Y,2,"Work Complete, CFC Issued",8
3605,73,3600 21ST ST,Y,2,"Work Complete, CFC Issued",8
3606,1,3809 20TH ST,Y,2,"Work Complete, CFC Issued",8
3608,32,65 LIBERTY ST,Y,2,"Work Complete, CFC Issued",8
3609,17,3232 21ST ST,Y,2,"Work Complete, CFC Issued",9
3610,14,3140 21ST ST,Y,2,"Work Complete, CFC Issued",9
3610,55,513 CAPP ST,Y,2,"Work Complete, CFC Issued",9
3610,54,936 SOUTH VAN NESS AV,Y,2,"Work Complete, CFC Issued",9
3610,50,540 CAPP ST,Y,2,"Work Complete, CFC Issued",9
3614,65,1065 SOUTH VAN NESS AV,Y,2,"Work Complete, CFC Issued",9
3614,64,1085 SOUTH VAN NESS AV,Y,2,"Work Complete, CFC Issued",9
3628,11,1070 CHURCH ST,Y,2,"Work Complete, CFC Issued",8
3639,11,2629 FOLSOM ST,Y,2,"Work Complete, CFC Issued",9
3642,1,3201 23RD ST ,Y,2,"Work Complete, CFC Issued",9
3647,11,1170 GUERRERO ST,Y,2,"Work Complete, CFC Issued",8
4172,1,2502 03RD ST,Y,2,"Work Complete, CFC Issued",10
4265,26,1200 POTRERO AV,Y,2,"Work Complete, CFC Issued",9
4700,52,135 KISKA RD,Y,2,"Work Complete, CFC Issued",10
4720,8,5 CASHMERE ST,Y,2,"Work Complete, CFC Issued",10
4720,12,15 REUEL CT,Y,2,"Work Complete, CFC Issued",10
5501,57,3365 CESAR CHAVEZ ST,Y,2,"Work Complete, CFC Issued",9
6511,30,1133 DOLORES ST,Y,2,"Work Complete, CFC Issued",8
6514,024C,3435 24TH ST,Y,2,"Work Complete, CFC Issued",8
6514,1,3407 24TH ST,Y,2,"Work Complete, CFC Issued",8
6515,13,390 BARTLETT ST,Y,2,"Work Complete, CFC Issued",9
6524,23,2973 FOLSOM ST,Y,2,"Work Complete, CFC Issued",9
6530,1,410 BARTLETT ST,Y,2,"Work Complete, CFC Issued",9
6530,7,452 BARTLETT ST,Y,2,"Work Complete, CFC Issued",9
6539,4,1450 CASTRO ST,Y,2,"Work Complete, CFC Issued",8
6544,20,610 CLIPPER ST,Y,2,"Work Complete, CFC Issued",8
6544,21,660 CLIPPER ST,Y,2,"Work Complete, CFC Issued",8
6562,46,4220 CESAR CHAVEZ ST,Y,2,"Work Complete, CFC Issued",8
6581,55,550 27TH ST,Y,2,"Work Complete, CFC Issued",8
7515A,40,5110A DIAMOND HEIGHTS BL,Y,2,"Work Complete, CFC Issued",8
7546,102,105 ADDISON ST,Y,2,"Work Complete, CFC Issued",8
7550,102,116 MORELAND ST,Y,2,"Work Complete, CFC Issued",8
7551,102,2425 DIAMOND ST,Y,2,"Work Complete, CFC Issued",8
5615,70,3315 MISSION ST,Y,2,"Work Complete, No CFC Issued yet",9
76,027A,559 LOMBARD ST,Y,3,Non-Compliant,3
134,3,334 VALLEJO ST,Y,3,Non-Compliant,3
134,16,384 VALLEJO ST,Y,3,Non-Compliant,3
149,1,901 VALLEJO ST,Y,3,Non-Compliant,3
182,11,1152 JACKSON ST,Y,3,Non-Compliant,3
217,20,1575 WASHINGTON ST,Y,3,Non-Compliant,3
247,29,7 LEROY PL,Y,3,Non-Compliant,3
502,4,1400 GREENWICH ST,Y,3,Non-Compliant,2
577,001C,1807 BROADWAY ,Y,3,Non-Compliant,2
596,44,1550 JACKSON ST,Y,3,Non-Compliant,3
637,19,2315 SACRAMENTO ST,Y,3,Non-Compliant,2
638,2,2015 LAGUNA ST,Y,3,Non-Compliant,2
775,5,1322 MCALLISTER ST,Y,3,Non-Compliant,5
776,26,1511 GOLDEN GATE AV,Y,3,Non-Compliant,5
824,8,1173 HAYES ST,Y,3,Non-Compliant,5
824,9,1167 HAYES ST,Y,3,Non-Compliant,5
842,25,651 OAK ST,Y,3,Non-Compliant,5
1005,3,3000 SACRAMENTO ST,Y,3,Non-Compliant,2
1024,006B,2908 CALIFORNIA ST,Y,3,Non-Compliant,2
1036,37,2 PARKER AV,Y,3,Non-Compliant,2
1046,1,3001 PINE ST,Y,3,Non-Compliant,2
1181,14,1270 GROVE ST,Y,3,Non-Compliant,5
1185,27,1675 FULTON ST,Y,3,Non-Compliant,5
1212,12,2050 FELL ST,Y,3,Non-Compliant,5
1267,6,833 COLE ST,Y,3,Non-Compliant,5
1269,165,1038 CLAYTON ST,Y,3,Non-Compliant,5
1385,32,2455 LAKE ST,Y,3,Non-Compliant,1
1432,49,345 ARGUELLO BL,Y,3,Non-Compliant,1
1508,2,517 36TH AV,Y,3,Non-Compliant,1
1557,11,577 14TH AV,Y,3,Non-Compliant,1
1568,7,649 25TH AV,Y,3,Non-Compliant,1
1730,7,1241 20TH AVE,Y,3,Non-Compliant,4
2659,36,297 CORBETT AV,Y,3,Non-Compliant,8
3533,57,191 DUBOCE AV,Y,3,Non-Compliant,8
3556,19,3222 16TH ST,Y,3,Non-Compliant,8
3583,4,518 NOE ST,Y,3,Non-Compliant,8
3589,20,3418 19TH ST,Y,3,Non-Compliant,9
3597,25,3672 20TH ST,Y,3,Non-Compliant,8
3607,75,109 LIBERTY ST,Y,3,Non-Compliant,8
3610,3,924 SOUTH VAN NESS AV,Y,3,Non-Compliant,9
3615,006A,1062 SOUTH VAN NESS AV,Y,3,Non-Compliant,9
3640,61,3025 23RD ST,Y,3,Non-Compliant,9
3640,62,3019 23RD ST,Y,3,Non-Compliant,9
3647,1,3601 23RD ST,Y,3,Non-Compliant,8
3654,1,1048 SANCHEZ ST,Y,3,Non-Compliant,8
3731,117,1011 HOWARD ST,Y,3,Non-Compliant,6
4273,11,2774 BRYANT ST,Y,3,Non-Compliant,9
4700,31,707 JERROLD AV,Y,3,Non-Compliant,10
5501,058A,3351 CESAR CHAVEZ ST,Y,3,Non-Compliant,9
6121,23,195 WOOLSEY ST,Y,3,Non-Compliant,9
6172,24,3334 SAN BRUNO AV,Y,3,Non-Compliant,10
6511,001C,3653 24TH ST,Y,3,Non-Compliant,8
6631,44,407 29TH ST,Y,3,Non-Compliant,8
6652,29,471 30TH ST,Y,3,Non-Compliant,8
7161,46,3185 SAN JOSE AV,Y,3,Non-Compliant,11
24,24,1321 COLUMBUS AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
26,13,838 BAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
27,4,714 BAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
44,18,653 BAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
45,010C,2560 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
48,16,970 CHESTNUT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
50,006A,31 HOUSTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
54,45,123 PFEIFFER ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
60,16,199 CHESTNUT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
61,21,289 CHESTNUT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
63,5,1929 STOCKTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
69,12,2632 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
71,5,2223 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
71,10,2200 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
72,008B,2230 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
73,22,819 LOMBARD ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
77,11,500 GREENWICH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
86,001C,1441 MONTGOMERY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
87,15,24 GERKE AL,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
88,25,561 GREENWICH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
88,9,540 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
88,11,558 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
91,15,852 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
91,49,851 GREENWICH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
91,27,55 VALPARAISO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
91,22,2016 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
91,6,1901 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
93,7,2119 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
93,25,1021 GREENWICH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
0094C,101,1101 GREENWICH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
95,31,2115 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
96,25,1262 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
96,43,1267 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
96,5,2027 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
97,10,1120 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
97,18,1178 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
98,6,1074 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",2
99,19,949 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
99,28,990 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
100,30,881 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
100,45,865 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
101,12,766 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
103,24,149 JASPER PL,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
103,29,114 JASPER PL,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
103,35,525 FILBERT ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
105,51,100 ALTA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
106,034D,40 ALTA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
106,34,50 ALTA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
113,15,280 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
114,32,387 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
115,12,2 SONOMA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
115,17,456 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
116,44,533 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
118,18,9 AUGUST AL,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
118,7,1615 POWELL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
119,7,1717 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
119,9,802 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
120,15,1950 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
121,18,1067 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
121,2,1011 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
121,11,1900 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
121,12,1928 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
122,027C,1129 UNION ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
123,41,2200 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
123,46,2240 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
125,11,1294 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
125,005D,1815 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
125,10,1274 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
125,15,1828 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
129,29,755 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
129,8,810 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
130,26,1544 POWELL ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
132,33,475 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
133,43,345 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
133,38,359 GREEN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
133,65,420 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
143,012A,1042 MONTGOMERY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
143,34,335 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,17,67 FRESNO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,43,511 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,23,20 ROMOLO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,16,75 FRESNO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,2,1151 KEARNY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
145,5,1127 KEARNY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
148,10,870 BROADWAY ,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
148,27,821 VALLEJO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
149,94,1632 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
150,47,1700 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
150,35,1 FLORENCE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
152,26,1748 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
152,23,1730 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
152,7,1717 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
153,6,1735 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
153,11,1705 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
153,1,1767 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
154,4,1637 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
154,12,1430 PACIFIC AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
155,14,1324 PACIFIC AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
155,2,1661 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
155,43,1245 BROADWAY ,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
155,44,1243 BROADWAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
156,23,1620 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
156,1,1655 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
156,44,1656 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
156,6,1615 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
157,6,1513 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
158,13,1046 PACIFIC AV,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
158,24,1534 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
158,21,1508 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
159,40,30 WAYNE PL,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
180,43,1342 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
180,27,37 JOHN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
181,4,1351 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
181,11,1030 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
182,14,1180 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
182,9,1134 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
183,10,1234 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
183,16,1276 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
183,9,1230 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
183,20,1520 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
184,4,1547 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
184,6,1535 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
185,3,1551 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
186,19,1481 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
187,38,1415 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
187,3,1445 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
188,7,1340 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
189,019B,1149 JACKSON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
189,7,1230 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
189,12,1420 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
189,4,1315 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
189,6,1224 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
212,15,1050 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
212,28,1067 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
212,27,1085 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
212,26,1142 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
212,30,1055 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
213,19,1242 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
213,2,1125 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
214,7,1216 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
214,14,1342 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
216,8,1430 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
216,26,1447 WASHINGTON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
216,4,1323 LEAVENWORTH ST.,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
217,26,1600 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
217,18,1642 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
217,006A,1538 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
218,3,1251 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
218,18,1532 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
218,23,1539 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
218,17,1520 LARKIN ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
219,14,1230 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
219,15,1250 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
219,24,1415 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
220,34,1335 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
221,003B,1115 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
222,29,1159 CLAY ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
223,10,1040 MASON ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
247,2,1111 JONES ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
247,15,1124 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,25,1451 SACRAMENTO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,10,1320 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,23,1463 SACRAMENTO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,24,1455 SACRAMENTO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,18,1140 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,21,1487 SACRAMENTO ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,20,1150 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
248,8,1306 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
249,6,1127 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
249,14,1476 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
250,003C,1011 HYDE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
250,17,1477 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
251,8,1220 PINE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
251,27,1355 CALIFORNIA ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
251,3,1041 LEAVENWORTH ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
253,12,1060 PINE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
253,11,1050 PINE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
254,23,930 TAYLOR ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
274,19,969 PINE ST,Y,3,"Permit Submitted, CFC Required by 9/15/19",3
